file_name,label
train_00001.wav,clear
train_00002.wav,clear
train_00003.wav,mask
train_00004.wav,clear
train_00005.wav,clear
train_00006.wav,mask
train_00007.wav,mask
train_00008.wav,clear
train_00009.wav,mask
train_00010.wav,mask
train_00011.wav,mask
train_00012.wav,mask
train_00013.wav,clear
train_00014.wav,clear
train_00015.wav,clear
train_00016.wav,mask
train_00017.wav,clear
train_00018.wav,clear
train_00019.wav,clear
train_00020.wav,clear
train_00021.wav,mask
train_00022.wav,clear
train_00023.wav,mask
train_00024.wav,clear
train_00025.wav,mask
train_00026.wav,mask
train_00027.wav,mask
train_00028.wav,clear
train_00029.wav,mask
train_00030.wav,clear
train_00031.wav,clear
train_00032.wav,clear
train_00033.wav,clear
train_00034.wav,clear
train_00035.wav,clear
train_00036.wav,clear
train_00037.wav,mask
train_00038.wav,clear
train_00039.wav,clear
train_00040.wav,mask
train_00041.wav,clear
train_00042.wav,mask
train_00043.wav,mask
train_00044.wav,mask
train_00045.wav,clear
train_00046.wav,clear
train_00047.wav,clear
train_00048.wav,mask
train_00049.wav,clear
train_00050.wav,mask
train_00051.wav,mask
train_00052.wav,mask
train_00053.wav,mask
train_00054.wav,mask
train_00055.wav,clear
train_00056.wav,clear
train_00057.wav,clear
train_00058.wav,mask
train_00059.wav,clear
train_00060.wav,clear
train_00061.wav,mask
train_00062.wav,mask
train_00063.wav,clear
train_00064.wav,clear
train_00065.wav,clear
train_00066.wav,clear
train_00067.wav,mask
train_00068.wav,clear
train_00069.wav,clear
train_00070.wav,mask
train_00071.wav,clear
train_00072.wav,clear
train_00073.wav,mask
train_00074.wav,mask
train_00075.wav,mask
train_00076.wav,clear
train_00077.wav,mask
train_00078.wav,mask
train_00079.wav,clear
train_00080.wav,clear
train_00081.wav,clear
train_00082.wav,clear
train_00083.wav,clear
train_00084.wav,mask
train_00085.wav,clear
train_00086.wav,mask
train_00087.wav,mask
train_00088.wav,mask
train_00089.wav,clear
train_00090.wav,clear
train_00091.wav,clear
train_00092.wav,clear
train_00093.wav,mask
train_00094.wav,clear
train_00095.wav,mask
train_00096.wav,mask
train_00097.wav,clear
train_00098.wav,mask
train_00099.wav,clear
train_00100.wav,mask
train_00101.wav,mask
train_00102.wav,clear
train_00103.wav,clear
train_00104.wav,mask
train_00105.wav,clear
train_00106.wav,clear
train_00107.wav,mask
train_00108.wav,clear
train_00109.wav,mask
train_00110.wav,mask
train_00111.wav,clear
train_00112.wav,mask
train_00113.wav,clear
train_00114.wav,mask
train_00115.wav,clear
train_00116.wav,clear
train_00117.wav,clear
train_00118.wav,mask
train_00119.wav,clear
train_00120.wav,mask
train_00121.wav,clear
train_00122.wav,mask
train_00123.wav,mask
train_00124.wav,clear
train_00125.wav,clear
train_00126.wav,clear
train_00127.wav,clear
train_00128.wav,mask
train_00129.wav,clear
train_00130.wav,clear
train_00131.wav,clear
train_00132.wav,mask
train_00133.wav,mask
train_00134.wav,clear
train_00135.wav,clear
train_00136.wav,mask
train_00137.wav,clear
train_00138.wav,mask
train_00139.wav,mask
train_00140.wav,mask
train_00141.wav,clear
train_00142.wav,clear
train_00143.wav,clear
train_00144.wav,mask
train_00145.wav,mask
train_00146.wav,clear
train_00147.wav,mask
train_00148.wav,clear
train_00149.wav,clear
train_00150.wav,mask
train_00151.wav,clear
train_00152.wav,mask
train_00153.wav,clear
train_00154.wav,clear
train_00155.wav,clear
train_00156.wav,mask
train_00157.wav,clear
train_00158.wav,mask
train_00159.wav,clear
train_00160.wav,mask
train_00161.wav,mask
train_00162.wav,clear
train_00163.wav,mask
train_00164.wav,clear
train_00165.wav,clear
train_00166.wav,clear
train_00167.wav,clear
train_00168.wav,mask
train_00169.wav,mask
train_00170.wav,clear
train_00171.wav,mask
train_00172.wav,mask
train_00173.wav,mask
train_00174.wav,clear
train_00175.wav,mask
train_00176.wav,clear
train_00177.wav,clear
train_00178.wav,mask
train_00179.wav,mask
train_00180.wav,clear
train_00181.wav,clear
train_00182.wav,mask
train_00183.wav,clear
train_00184.wav,clear
train_00185.wav,clear
train_00186.wav,clear
train_00187.wav,mask
train_00188.wav,clear
train_00189.wav,mask
train_00190.wav,clear
train_00191.wav,clear
train_00192.wav,clear
train_00193.wav,clear
train_00194.wav,clear
train_00195.wav,mask
train_00196.wav,clear
train_00197.wav,clear
train_00198.wav,mask
train_00199.wav,clear
train_00200.wav,mask
train_00201.wav,clear
train_00202.wav,clear
train_00203.wav,clear
train_00204.wav,clear
train_00205.wav,mask
train_00206.wav,clear
train_00207.wav,clear
train_00208.wav,mask
train_00209.wav,mask
train_00210.wav,mask
train_00211.wav,clear
train_00212.wav,clear
train_00213.wav,mask
train_00214.wav,clear
train_00215.wav,clear
train_00216.wav,clear
train_00217.wav,clear
train_00218.wav,mask
train_00219.wav,clear
train_00220.wav,clear
train_00221.wav,mask
train_00222.wav,clear
train_00223.wav,clear
train_00224.wav,mask
train_00225.wav,mask
train_00226.wav,mask
train_00227.wav,clear
train_00228.wav,mask
train_00229.wav,mask
train_00230.wav,mask
train_00231.wav,mask
train_00232.wav,clear
train_00233.wav,mask
train_00234.wav,mask
train_00235.wav,mask
train_00236.wav,mask
train_00237.wav,clear
train_00238.wav,clear
train_00239.wav,clear
train_00240.wav,clear
train_00241.wav,mask
train_00242.wav,clear
train_00243.wav,clear
train_00244.wav,mask
train_00245.wav,clear
train_00246.wav,clear
train_00247.wav,clear
train_00248.wav,mask
train_00249.wav,clear
train_00250.wav,clear
train_00251.wav,clear
train_00252.wav,clear
train_00253.wav,mask
train_00254.wav,mask
train_00255.wav,clear
train_00256.wav,clear
train_00257.wav,clear
train_00258.wav,mask
train_00259.wav,mask
train_00260.wav,clear
train_00261.wav,clear
train_00262.wav,mask
train_00263.wav,clear
train_00264.wav,mask
train_00265.wav,mask
train_00266.wav,mask
train_00267.wav,clear
train_00268.wav,mask
train_00269.wav,clear
train_00270.wav,mask
train_00271.wav,mask
train_00272.wav,mask
train_00273.wav,mask
train_00274.wav,clear
train_00275.wav,mask
train_00276.wav,mask
train_00277.wav,clear
train_00278.wav,mask
train_00279.wav,clear
train_00280.wav,mask
train_00281.wav,mask
train_00282.wav,mask
train_00283.wav,clear
train_00284.wav,mask
train_00285.wav,clear
train_00286.wav,clear
train_00287.wav,clear
train_00288.wav,clear
train_00289.wav,clear
train_00290.wav,clear
train_00291.wav,mask
train_00292.wav,clear
train_00293.wav,clear
train_00294.wav,clear
train_00295.wav,mask
train_00296.wav,clear
train_00297.wav,mask
train_00298.wav,mask
train_00299.wav,mask
train_00300.wav,clear
train_00301.wav,clear
train_00302.wav,clear
train_00303.wav,clear
train_00304.wav,clear
train_00305.wav,mask
train_00306.wav,clear
train_00307.wav,clear
train_00308.wav,mask
train_00309.wav,mask
train_00310.wav,mask
train_00311.wav,mask
train_00312.wav,mask
train_00313.wav,mask
train_00314.wav,mask
train_00315.wav,clear
train_00316.wav,clear
train_00317.wav,clear
train_00318.wav,mask
train_00319.wav,mask
train_00320.wav,clear
train_00321.wav,mask
train_00322.wav,mask
train_00323.wav,clear
train_00324.wav,mask
train_00325.wav,mask
train_00326.wav,clear
train_00327.wav,clear
train_00328.wav,clear
train_00329.wav,clear
train_00330.wav,clear
train_00331.wav,mask
train_00332.wav,mask
train_00333.wav,clear
train_00334.wav,mask
train_00335.wav,clear
train_00336.wav,mask
train_00337.wav,mask
train_00338.wav,mask
train_00339.wav,mask
train_00340.wav,clear
train_00341.wav,mask
train_00342.wav,clear
train_00343.wav,mask
train_00344.wav,mask
train_00345.wav,mask
train_00346.wav,clear
train_00347.wav,clear
train_00348.wav,clear
train_00349.wav,mask
train_00350.wav,clear
train_00351.wav,mask
train_00352.wav,mask
train_00353.wav,mask
train_00354.wav,clear
train_00355.wav,clear
train_00356.wav,mask
train_00357.wav,mask
train_00358.wav,clear
train_00359.wav,mask
train_00360.wav,clear
train_00361.wav,clear
train_00362.wav,clear
train_00363.wav,mask
train_00364.wav,clear
train_00365.wav,clear
train_00366.wav,clear
train_00367.wav,mask
train_00368.wav,clear
train_00369.wav,clear
train_00370.wav,clear
train_00371.wav,mask
train_00372.wav,clear
train_00373.wav,mask
train_00374.wav,mask
train_00375.wav,clear
train_00376.wav,mask
train_00377.wav,clear
train_00378.wav,mask
train_00379.wav,mask
train_00380.wav,mask
train_00381.wav,clear
train_00382.wav,mask
train_00383.wav,mask
train_00384.wav,mask
train_00385.wav,clear
train_00386.wav,clear
train_00387.wav,mask
train_00388.wav,clear
train_00389.wav,clear
train_00390.wav,mask
train_00391.wav,mask
train_00392.wav,mask
train_00393.wav,clear
train_00394.wav,clear
train_00395.wav,mask
train_00396.wav,mask
train_00397.wav,mask
train_00398.wav,clear
train_00399.wav,mask
train_00400.wav,mask
train_00401.wav,mask
train_00402.wav,clear
train_00403.wav,mask
train_00404.wav,mask
train_00405.wav,clear
train_00406.wav,mask
train_00407.wav,clear
train_00408.wav,mask
train_00409.wav,clear
train_00410.wav,clear
train_00411.wav,mask
train_00412.wav,clear
train_00413.wav,clear
train_00414.wav,clear
train_00415.wav,clear
train_00416.wav,clear
train_00417.wav,mask
train_00418.wav,mask
train_00419.wav,mask
train_00420.wav,clear
train_00421.wav,clear
train_00422.wav,clear
train_00423.wav,clear
train_00424.wav,clear
train_00425.wav,mask
train_00426.wav,clear
train_00427.wav,clear
train_00428.wav,mask
train_00429.wav,mask
train_00430.wav,clear
train_00431.wav,mask
train_00432.wav,mask
train_00433.wav,mask
train_00434.wav,mask
train_00435.wav,clear
train_00436.wav,mask
train_00437.wav,clear
train_00438.wav,mask
train_00439.wav,mask
train_00440.wav,clear
train_00441.wav,clear
train_00442.wav,mask
train_00443.wav,mask
train_00444.wav,mask
train_00445.wav,clear
train_00446.wav,mask
train_00447.wav,mask
train_00448.wav,mask
train_00449.wav,clear
train_00450.wav,mask
train_00451.wav,clear
train_00452.wav,clear
train_00453.wav,mask
train_00454.wav,clear
train_00455.wav,clear
train_00456.wav,clear
train_00457.wav,clear
train_00458.wav,clear
train_00459.wav,mask
train_00460.wav,mask
train_00461.wav,mask
train_00462.wav,clear
train_00463.wav,mask
train_00464.wav,mask
train_00465.wav,clear
train_00466.wav,mask
train_00467.wav,mask
train_00468.wav,clear
train_00469.wav,clear
train_00470.wav,clear
train_00471.wav,clear
train_00472.wav,clear
train_00473.wav,clear
train_00474.wav,clear
train_00475.wav,mask
train_00476.wav,mask
train_00477.wav,mask
train_00478.wav,clear
train_00479.wav,mask
train_00480.wav,clear
train_00481.wav,clear
train_00482.wav,mask
train_00483.wav,clear
train_00484.wav,clear
train_00485.wav,mask
train_00486.wav,clear
train_00487.wav,mask
train_00488.wav,mask
train_00489.wav,clear
train_00490.wav,mask
train_00491.wav,mask
train_00492.wav,clear
train_00493.wav,clear
train_00494.wav,mask
train_00495.wav,mask
train_00496.wav,mask
train_00497.wav,mask
train_00498.wav,mask
train_00499.wav,mask
train_00500.wav,mask
train_00501.wav,mask
train_00502.wav,mask
train_00503.wav,clear
train_00504.wav,mask
train_00505.wav,clear
train_00506.wav,clear
train_00507.wav,mask
train_00508.wav,mask
train_00509.wav,clear
train_00510.wav,clear
train_00511.wav,mask
train_00512.wav,mask
train_00513.wav,clear
train_00514.wav,mask
train_00515.wav,mask
train_00516.wav,mask
train_00517.wav,clear
train_00518.wav,clear
train_00519.wav,mask
train_00520.wav,clear
train_00521.wav,clear
train_00522.wav,clear
train_00523.wav,clear
train_00524.wav,clear
train_00525.wav,clear
train_00526.wav,clear
train_00527.wav,clear
train_00528.wav,clear
train_00529.wav,clear
train_00530.wav,mask
train_00531.wav,clear
train_00532.wav,clear
train_00533.wav,clear
train_00534.wav,clear
train_00535.wav,clear
train_00536.wav,clear
train_00537.wav,mask
train_00538.wav,mask
train_00539.wav,mask
train_00540.wav,clear
train_00541.wav,mask
train_00542.wav,clear
train_00543.wav,mask
train_00544.wav,clear
train_00545.wav,clear
train_00546.wav,mask
train_00547.wav,mask
train_00548.wav,clear
train_00549.wav,clear
train_00550.wav,clear
train_00551.wav,clear
train_00552.wav,clear
train_00553.wav,clear
train_00554.wav,mask
train_00555.wav,mask
train_00556.wav,clear
train_00557.wav,mask
train_00558.wav,mask
train_00559.wav,clear
train_00560.wav,mask
train_00561.wav,clear
train_00562.wav,clear
train_00563.wav,mask
train_00564.wav,clear
train_00565.wav,mask
train_00566.wav,mask
train_00567.wav,mask
train_00568.wav,mask
train_00569.wav,mask
train_00570.wav,clear
train_00571.wav,clear
train_00572.wav,clear
train_00573.wav,clear
train_00574.wav,mask
train_00575.wav,mask
train_00576.wav,clear
train_00577.wav,mask
train_00578.wav,clear
train_00579.wav,mask
train_00580.wav,mask
train_00581.wav,mask
train_00582.wav,clear
train_00583.wav,mask
train_00584.wav,mask
train_00585.wav,clear
train_00586.wav,clear
train_00587.wav,clear
train_00588.wav,clear
train_00589.wav,mask
train_00590.wav,clear
train_00591.wav,mask
train_00592.wav,clear
train_00593.wav,clear
train_00594.wav,mask
train_00595.wav,clear
train_00596.wav,clear
train_00597.wav,mask
train_00598.wav,mask
train_00599.wav,mask
train_00600.wav,mask
train_00601.wav,mask
train_00602.wav,mask
train_00603.wav,mask
train_00604.wav,clear
train_00605.wav,mask
train_00606.wav,mask
train_00607.wav,clear
train_00608.wav,clear
train_00609.wav,clear
train_00610.wav,clear
train_00611.wav,mask
train_00612.wav,clear
train_00613.wav,clear
train_00614.wav,mask
train_00615.wav,mask
train_00616.wav,mask
train_00617.wav,clear
train_00618.wav,mask
train_00619.wav,mask
train_00620.wav,mask
train_00621.wav,mask
train_00622.wav,clear
train_00623.wav,mask
train_00624.wav,clear
train_00625.wav,clear
train_00626.wav,mask
train_00627.wav,clear
train_00628.wav,mask
train_00629.wav,clear
train_00630.wav,clear
train_00631.wav,clear
train_00632.wav,clear
train_00633.wav,mask
train_00634.wav,mask
train_00635.wav,clear
train_00636.wav,mask
train_00637.wav,mask
train_00638.wav,clear
train_00639.wav,mask
train_00640.wav,clear
train_00641.wav,mask
train_00642.wav,clear
train_00643.wav,clear
train_00644.wav,mask
train_00645.wav,clear
train_00646.wav,clear
train_00647.wav,clear
train_00648.wav,clear
train_00649.wav,mask
train_00650.wav,mask
train_00651.wav,mask
train_00652.wav,mask
train_00653.wav,mask
train_00654.wav,mask
train_00655.wav,mask
train_00656.wav,mask
train_00657.wav,mask
train_00658.wav,mask
train_00659.wav,mask
train_00660.wav,mask
train_00661.wav,clear
train_00662.wav,mask
train_00663.wav,clear
train_00664.wav,mask
train_00665.wav,mask
train_00666.wav,clear
train_00667.wav,mask
train_00668.wav,clear
train_00669.wav,mask
train_00670.wav,clear
train_00671.wav,mask
train_00672.wav,mask
train_00673.wav,mask
train_00674.wav,clear
train_00675.wav,clear
train_00676.wav,clear
train_00677.wav,mask
train_00678.wav,clear
train_00679.wav,mask
train_00680.wav,clear
train_00681.wav,mask
train_00682.wav,mask
train_00683.wav,clear
train_00684.wav,clear
train_00685.wav,mask
train_00686.wav,clear
train_00687.wav,clear
train_00688.wav,mask
train_00689.wav,mask
train_00690.wav,mask
train_00691.wav,clear
train_00692.wav,clear
train_00693.wav,clear
train_00694.wav,mask
train_00695.wav,mask
train_00696.wav,clear
train_00697.wav,clear
train_00698.wav,clear
train_00699.wav,mask
train_00700.wav,mask
train_00701.wav,clear
train_00702.wav,mask
train_00703.wav,mask
train_00704.wav,mask
train_00705.wav,mask
train_00706.wav,clear
train_00707.wav,mask
train_00708.wav,clear
train_00709.wav,mask
train_00710.wav,mask
train_00711.wav,mask
train_00712.wav,mask
train_00713.wav,clear
train_00714.wav,clear
train_00715.wav,mask
train_00716.wav,clear
train_00717.wav,mask
train_00718.wav,mask
train_00719.wav,mask
train_00720.wav,clear
train_00721.wav,clear
train_00722.wav,clear
train_00723.wav,clear
train_00724.wav,clear
train_00725.wav,mask
train_00726.wav,clear
train_00727.wav,mask
train_00728.wav,clear
train_00729.wav,clear
train_00730.wav,clear
train_00731.wav,mask
train_00732.wav,clear
train_00733.wav,mask
train_00734.wav,clear
train_00735.wav,clear
train_00736.wav,clear
train_00737.wav,mask
train_00738.wav,clear
train_00739.wav,mask
train_00740.wav,mask
train_00741.wav,clear
train_00742.wav,mask
train_00743.wav,mask
train_00744.wav,clear
train_00745.wav,mask
train_00746.wav,clear
train_00747.wav,clear
train_00748.wav,clear
train_00749.wav,mask
train_00750.wav,clear
train_00751.wav,clear
train_00752.wav,clear
train_00753.wav,clear
train_00754.wav,mask
train_00755.wav,mask
train_00756.wav,clear
train_00757.wav,mask
train_00758.wav,mask
train_00759.wav,mask
train_00760.wav,mask
train_00761.wav,mask
train_00762.wav,mask
train_00763.wav,clear
train_00764.wav,mask
train_00765.wav,clear
train_00766.wav,mask
train_00767.wav,mask
train_00768.wav,mask
train_00769.wav,mask
train_00770.wav,clear
train_00771.wav,mask
train_00772.wav,clear
train_00773.wav,clear
train_00774.wav,clear
train_00775.wav,clear
train_00776.wav,mask
train_00777.wav,clear
train_00778.wav,clear
train_00779.wav,mask
train_00780.wav,clear
train_00781.wav,clear
train_00782.wav,clear
train_00783.wav,mask
train_00784.wav,clear
train_00785.wav,mask
train_00786.wav,clear
train_00787.wav,mask
train_00788.wav,mask
train_00789.wav,clear
train_00790.wav,clear
train_00791.wav,mask
train_00792.wav,clear
train_00793.wav,clear
train_00794.wav,mask
train_00795.wav,clear
train_00796.wav,clear
train_00797.wav,mask
train_00798.wav,clear
train_00799.wav,clear
train_00800.wav,mask
train_00801.wav,clear
train_00802.wav,mask
train_00803.wav,mask
train_00804.wav,mask
train_00805.wav,clear
train_00806.wav,mask
train_00807.wav,clear
train_00808.wav,clear
train_00809.wav,mask
train_00810.wav,mask
train_00811.wav,clear
train_00812.wav,clear
train_00813.wav,mask
train_00814.wav,mask
train_00815.wav,mask
train_00816.wav,clear
train_00817.wav,mask
train_00818.wav,mask
train_00819.wav,clear
train_00820.wav,clear
train_00821.wav,mask
train_00822.wav,clear
train_00823.wav,mask
